"accession"	"organism"	"tissue_type"	"cell_type"	"mol_type"	"dev_stage"	"clone"	"collection_date"	"isolate"	"country"	"db_xref"
"HM774407"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P08G243"	"2008"	"P08"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774408"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09E01"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774409"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09E03"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774410"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09E08"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774411"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09E10"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774412"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09E12"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774413"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09E19"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774414"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G101"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774415"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G102"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774416"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G103"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774417"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G104"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774418"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G105"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774419"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G106"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774420"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G107"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774421"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G108"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774422"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G110"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774423"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G111"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774424"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G112"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774425"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G113"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774426"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G114"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774427"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G115"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774428"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G116"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774429"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G117"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774430"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G118"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774431"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G119"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774432"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G120"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774433"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G121"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774434"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G122"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774435"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G123"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774436"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G124"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774437"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G125"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774438"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G126"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774439"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G127"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774440"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G128"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774441"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G129"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774442"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G130"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774443"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G202"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774444"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G203"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774445"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G204"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774446"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G205"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774447"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G206"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774448"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G207"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774449"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G208"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774450"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G209"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774451"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G210"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774452"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G211"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774453"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G212"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774454"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G213"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774455"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G214"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774456"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G215"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774457"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G216"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774458"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G217"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774459"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G218"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774460"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G220_1d"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774461"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G221"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774462"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G222"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774463"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G223"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774464"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G224"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774465"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G225"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774466"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G226"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774467"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G228"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774468"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G401"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774469"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G402_6d"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774470"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G404"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774471"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G405"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774472"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G406"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774473"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G407"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774474"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G408"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774475"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G409"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774476"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G410"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774477"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G411"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774478"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G413"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774479"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G414"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774480"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G415"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774481"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G416"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774482"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G417"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774483"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G418"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774484"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G419_3i"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774485"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G420_2d"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774486"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G421"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774487"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G422"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774488"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G423"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774489"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G424"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774490"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G425"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774491"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G426"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774492"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G427"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774493"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P09G428"	"2008"	"P09"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774494"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P10E02"	"2008"	"P10"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774495"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P10E03"	"2008"	"P10"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774496"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P10E04"	"2008"	"P10"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774497"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P10E05"	"2008"	"P10"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774498"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P10E06"	"2008"	"P10"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774499"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P10E07"	"2008"	"P10"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774500"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P10E08"	"2008"	"P10"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774501"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P10E09"	"2008"	"P10"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774502"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P10E12"	"2008"	"P10"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774503"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P10E13"	"2008"	"P10"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774504"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P10E14"	"2008"	"P10"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774505"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P10E17"	"2008"	"P10"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774506"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P10E18"	"2008"	"P10"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774507"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P10E19"	"2008"	"P10"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774508"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P10E21"	"2008"	"P10"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774509"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P10G101"	"2008"	"P10"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774510"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P10G102"	"2008"	"P10"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
"HM774511"	"Homo sapiens"	"peripheral blood"	"B lymphocyte"	"mRNA"	"adult"	"P10G103"	"2008"	"P10"	"Papua New Guinea: Masilakaiufa"	"taxon:9606"
